Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Agarwal, Pooja","
MATH 180B - Intro/Stochastic Processes I (A)
",WI23,74,"
20
","
100.0%
","
88.9%
","
7.91
","
B+ (3.61)
","
B (3.05)
"
"Schweinsberg, Jason","
MATH 180B - Intro/Stochastic Processes I (B)
",WI23,105,"
43
","
97.6%
","
95.1%
","
10.26
","
B+ (3.59)
","
B (3.21)
"
"Agarwal, Pooja","
MATH 180B - Intro/Stochastic Processes I (A)
",SP22,89,"
34
","
94.1%
","
87.9%
","
6.97
","
B+ (3.30)
","
B- (2.82)
"
"Zheng, Tianyi","
MATH 180B - Intro/Stochastic Processes I (A)
",WI22,84,"
31
","
72.4%
","
57.1%
","
9.00
","
B (3.23)
","
B- (2.99)
"
"Zheng, Tianyi","
MATH 180B - Intro/Stochastic Processes I (B)
",WI22,29,"
8
","
100.0%
","
87.5%
","
9.25
","
B (3.13)
","
B- (2.98)
"
"Fitzsimmons, Patrick J","
MATH 180B - Intro/Stochastic Processes I (A)
",SP21,81,"
21
","
95.2%
","
90.5%
","
8.60
","
A- (3.83)
","
B (3.28)
"
"Meyer, David A.","
MATH 180B - Intro/Stochastic Processes I (A)
",WI21,106,"
32
","
86.7%
","
83.3%
","
9.23
","
B+ (3.57)
","
B+ (3.46)
"
"Fitzsimmons, Patrick J","
MATH 180B - Intro/Stochastic Processes I (B)
",WI21,47,"
18
","
100.0%
","
94.4%
","
6.61
","
A- (3.76)
","
B (3.13)
"
"Driver, Bruce K","
MATH 180B - Intro/Stochastic Processes I (A)
",SP20,98,"
30
","
70.4%
","
74.1%
","
7.76
","
B+ (3.55)
","
B (3.26)
"
"Nemish, Yuriy","
MATH 180B - Intro/Stochastic Processes I (A)
",WI20,57,"
28
","
66.7%
","
55.6%
","
7.00
","
B (3.19)
","
B (3.05)
"
"Au, Benson C","
MATH 180B - Intro/Stochastic Processes I (B)
",WI20,66,"
28
","
88.9%
","
76.9%
","
9.39
","
B (3.16)
","
B (3.01)
"
"Aghajani, Mohammadreza","
MATH 180B - Intro/Stochastic Processes I (A)
",SP19,103,"
33
","
90.0%
","
89.7%
","
8.57
","
B+ (3.38)
","
C+ (2.69)
"
"Fitzsimmons, Patrick J","
MATH 180B - Intro/Stochastic Processes I (A)
",WI19,71,"
15
","
80.0%
","
60.0%
","
9.70
","
B+ (3.33)
","
C+ (2.65)
"
"Zheng, Tianyi","
MATH 180B - Intro/Stochastic Processes I (B)
",WI19,129,"
35
","
84.8%
","
71.9%
","
9.11
","
B+ (3.38)
","
B- (2.95)
"
"Meyer, David A.","
MATH 180B - Intro/Stochastic Processes I (A)
",WI18,94,"
29
","
84.6%
","
65.4%
","
7.76
","
B (3.04)
","
B (3.01)
"
"Schweinsberg, Jason","
MATH 180B - Intro/Stochastic Processes I (B)
",WI18,196,"
96
","
94.5%
","
96.6%
","
9.90
","
B+ (3.49)
","
B (3.12)
"
"Meyer, David A.","
MATH 180B - Intro/Stochastic Processes I (A)
",WI17,169,"
58
","
80.4%
","
62.5%
","
8.08
","
B (3.26)
","
B (3.25)
"
"Meyer, David A.","
MATH 180B - Intro/Stochastic Processes I (A)
",WI16,120,"
53
","
90.0%
","
80.0%
","
7.92
","
B (3.10)
","
B- (2.98)
"
"Fitzsimmons, Patrick J","
MATH 180B - Intro/Stochastic Processes I (A)
",WI15,106,"
55
","
86.8%
","
67.9%
","
6.96
","
B+ (3.52)
","
B- (2.76)
"
"Schweinsberg, Jason","
MATH 180B - Intro/Stochastic Processes I (A)
",WI14,108,"
58
","
96.4%
","
100.0%
","
9.63
","
B+ (3.56)
","
B (3.07)
"
"Fitzsimmons, Patrick J","
MATH 180B - Intro/Stochastic Processes I (A)
",WI13,73,"
37
","
97.3%
","
91.9%
","
6.11
","
B+ (3.46)
","
B- (2.93)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Nemish, Yuriy","
MATH 180C - Intro/Stochastic Processes II (B)
",SP23,144,"
34
","
81.3%
","
72.4%
","
7.92
","
B+ (3.61)
","
B (3.11)
"
"Fitzsimmons, Patrick J","
MATH 180C - Intro/Stochastic Processes II (A)
",FA22,43,"
11
","
60.0%
","
90.0%
","
8.70
","
B (3.10)
","
B (3.02)
"
"Nemish, Yuriy","
MATH 180C - Intro/Stochastic Processes II (A)
",SP22,60,"
42
","
81.0%
","
78.6%
","
7.96
","
B (3.21)
","
B (3.15)
"
"Nemish, Yuriy","
MATH 180C - Intro/Stochastic Processes II (B)
",SP22,26,"
17
","
82.4%
","
82.4%
","
9.50
","
B (3.18)
","
B- (2.93)
"
"Schweinsberg, Jason","
MATH 180C - Intro/Stochastic Processes II (A)
",FA21,56,"
21
","
94.7%
","
100.0%
","
11.45
","
B+ (3.30)
","
B- (2.79)
"
"Zheng, Tianyi","
MATH 180C - Intro/Stochastic Processes II (A)
",SP21,58,"
15
","
78.6%
","
78.6%
","
7.93
","
B+ (3.55)
","
B+ (3.33)
"
"Zheng, Tianyi","
MATH 180C - Intro/Stochastic Processes II (B)
",SP21,43,"
16
","
93.3%
","
86.7%
","
9.83
","
A- (3.91)
","
B+ (3.61)
"
"Nemish, Yuriy","
MATH 180C - Intro/Stochastic Processes II (A)
",FA20,43,"
40
","
77.5%
","
89.7%
","
9.30
","
B+ (3.47)
","
B (3.29)
"
"Nemish, Yuriy","
MATH 180C - Intro/Stochastic Processes II (A)
",SP20,64,"
17
","
88.2%
","
87.5%
","
8.85
","
B+ (3.38)
","
B+ (3.40)
"
"Nemish, Yuriy","
MATH 180C - Intro/Stochastic Processes II (B)
",SP20,46,"
10
","
77.8%
","
33.3%
","
10.28
","
A- (3.75)
","
B+ (3.60)
"
"Zheng, Tianyi","
MATH 180C - Intro/Stochastic Processes II (A)
",FA19,32,"
14
","
71.4%
","
78.6%
","
8.93
","
B (3.00)
","
B (3.21)
"
"Fitzsimmons, Patrick J","
MATH 180C - Intro/Stochastic Processes II (A)
",SP19,44,"
11
","
60.0%
","
77.8%
","
9.10
","
B- (2.91)
","
C+ (2.48)
"
"Schweinsberg, Jason","
MATH 180C - Intro/Stochastic Processes II (B)
",SP19,148,"
55
","
92.0%
","
94.0%
","
10.50
","
B+ (3.50)
","
B (3.08)
"
"Fitzsimmons, Patrick J","
MATH 180C - Intro/Stochastic Processes II (A)
",SP18,215,"
66
","
68.3%
","
65.0%
","
9.53
","
B (3.02)
","
C+ (2.66)
"
"Zheng, Tianyi","
MATH 180C - Intro/Stochastic Processes II (A)
",SP17,140,"
44
","
88.6%
","
79.5%
","
7.88
","
B+ (3.38)
","
B (3.03)
"
"Fitzsimmons, Patrick J","
MATH 180C - Intro/Stochastic Processes II (A)
",SP16,101,"
43
","
88.1%
","
92.9%
","
7.83
","
B (3.25)
","
B- (2.96)
"
"Fitzsimmons, Patrick J","
MATH 180C - Intro/Stochastic Processes II (A)
",SP15,83,"
29
","
93.1%
","
79.3%
","
7.05
","
B+ (3.32)
","
B- (2.90)
"
"Schweinsberg, Jason","
MATH 180C - Intro/Stochastic Processes II (A)
",SP14,101,"
53
","
96.2%
","
96.2%
","
9.35
","
B+ (3.48)
","
B (3.09)
"
"Fitzsimmons, Patrick J","
MATH 180C - Intro/Stochastic Processes II (A)
",SP13,55,"
23
","
82.6%
","
87.0%
","
7.59
","
B (3.29)
","
B- (2.94)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Hu, Yuan","
MATH 181A - Intro/Math Statistics I (A)
",SP23,168,"
62
","
75.0%
","
56.7%
","
7.47
","
B (3.17)
","
B- (2.78)
"
"Quarfoot, David James","
MATH 181A - Intro/Math Statistics I (A)
",WI23,67,"
17
","
94.1%
","
82.4%
","
10.26
","
B+ (3.44)
","
B- (2.73)
"
"Zhang, Danna","
MATH 181A - Intro/Math Statistics I (B)
",WI23,142,"
43
","
97.5%
","
97.5%
","
8.25
","
B+ (3.53)
","
B+ (3.32)
"
"Quarfoot, David James","
MATH 181A - Intro/Math Statistics I (A)
",SP22,92,"
27
","
88.5%
","
84.6%
","
10.35
","
B (3.00)
","
B- (2.86)
"
"Quarfoot, David James","
MATH 181A - Intro/Math Statistics I (A)
",WI22,39,"
18
","
100.0%
","
100.0%
","
9.50
","
A- (3.71)
","
B- (2.92)
"
"Zhang, Danna","
MATH 181A - Intro/Math Statistics I (B)
",WI22,143,"
55
","
90.9%
","
98.1%
","
7.99
","
B+ (3.56)
","
B (3.28)
"
"Zhang, Danna","
MATH 181A - Intro/Math Statistics I (A)
",SP21,141,"
49
","
95.8%
","
97.9%
","
8.76
","
A- (3.77)
","
B+ (3.35)
"
"Zhang, Danna","
MATH 181A - Intro/Math Statistics I (A)
",WI21,137,"
41
","
94.9%
","
92.3%
","
7.58
","
B+ (3.68)
","
B+ (3.38)
"
"Zhang, Danna","
MATH 181A - Intro/Math Statistics I (B)
",WI21,115,"
43
","
100.0%
","
97.5%
","
7.60
","
B+ (3.54)
","
B+ (3.40)
"
"Quarfoot, David James","
MATH 181A - Intro/Math Statistics I (A)
",SP20,124,"
36
","
97.1%
","
94.1%
","
10.61
","
A- (3.74)
","
B+ (3.37)
"
"Zhang, Danna","
MATH 181A - Intro/Math Statistics I (A)
",WI20,113,"
35
","
100.0%
","
100.0%
","
7.35
","
A- (3.72)
","
B (3.20)
"
"Zhang, Danna","
MATH 181A - Intro/Math Statistics I (B)
",WI20,138,"
33
","
96.8%
","
96.7%
","
6.95
","
B+ (3.47)
","
B (3.17)
"
"Zhang, Danna","
MATH 181A - Intro/Math Statistics I (A)
",SP19,159,"
50
","
93.3%
","
86.7%
","
6.41
","
B+ (3.40)
","
B (3.21)
"
"Krief, Jerome","
MATH 181A - Intro/Math Statistics I (B)
",SP19,72,"
14
","
90.9%
","
40.0%
","
5.90
","
B+ (3.36)
","
B- (2.93)
"
"Quarfoot, David James","
MATH 181A - Intro/Math Statistics I (A)
",WI19,132,"
52
","
87.5%
","
89.4%
","
11.54
","
B (3.26)
","
B- (2.74)
"
"Krief, Jerome","
MATH 181A - Intro/Math Statistics I (B)
",WI19,92,"
31
","
60.7%
","
35.7%
","
5.88
","
B+ (3.39)
","
B (3.23)
"
"Zhou, Wenxin","
MATH 181A - Intro/Math Statistics I (A)
",SP18,195,"
69
","
43.8%
","
20.6%
","
8.34
","
B- (2.81)
","
B (3.04)
"
"Zhang, Danna","
MATH 181A - Intro/Math Statistics I (A)
",WI18,145,"
66
","
97.0%
","
98.5%
","
6.77
","
B+ (3.50)
","
B+ (3.35)
"
"Politis, Dimitris","
MATH 181A - Intro/Math Statistics I (B)
",WI18,86,"
27
","
87.0%
","
52.2%
","
7.23
","
B+ (3.38)
","
B- (2.78)
"
"Xu, Ronghui","
MATH 181A - Intro/Math Statistics I (A)
",SP17,136,"
53
","
93.9%
","
79.6%
","
6.94
","
B+ (3.37)
","
B- (2.85)
"
"Politis, Dimitris","
MATH 181A - Intro/Math Statistics I (A)
",WI17,103,"
32
","
90.3%
","
48.4%
","
6.89
","
B+ (3.58)
","
B (3.10)
"
"Haff, Leonard R.","
MATH 181A - Intro/Math Statistics I (A)
",SP16,181,"
67
","
95.2%
","
92.1%
","
5.89
","
B+ (3.69)
","
B- (2.95)
"
"Politis, Dimitris","
MATH 181A - Intro/Math Statistics I (A)
",WI16,91,"
36
","
91.4%
","
60.0%
","
7.38
","
B+ (3.47)
","
B- (2.99)
"
"Abramson, Ian S","
MATH 181A - Intro/Math Statistics I (A)
",SP15,108,"
40
","
71.8%
","
69.2%
","
7.18
","
B (3.24)
","
B (3.01)
"
"Xu, Ronghui","
MATH 181A - Intro/Math Statistics I (A)
",WI15,61,"
28
","
92.3%
","
80.8%
","
6.12
","
B (3.08)
","
B (3.01)
"
"Xu, Ronghui","
MATH 181A - Intro/Math Statistics I (A)
",WI14,57,"
23
","
73.9%
","
73.9%
","
7.02
","
B- (2.96)
","
B- (2.77)
"
"Pelletier, Bruno","
MATH 181A - Intro/Math Statistics I (B)
",WI14,52,"
19
","
88.2%
","
70.6%
","
9.00
","
A- (3.71)
","
B (3.04)
"
"Xu, Ronghui","
MATH 181A - Intro/Mathemat Statistics I (A)
",WI13,60,"
25
","
100.0%
","
96.0%
","
5.28
","
B+ (3.45)
","
B- (2.93)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Rava, Denise","
MATH 181B - Intro/Math Statistics II (A)
",SP23,115,"
41
","
92.1%
","
94.7%
","
7.47
","
B+ (3.58)
","
B (3.20)
"
"Rava, Denise","
MATH 181B - Intro/Math Statistics II (A)
",FA22,55,"
17
","
93.8%
","
93.8%
","
5.79
","
B+ (3.53)
","
B- (2.76)
"
"Quarfoot, David James","
MATH 181B - Intro/Math Statistics II (A)
",SP22,27,"
10
","
100.0%
","
100.0%
","
8.90
","
B+ (3.30)
","
B- (2.73)
"
"Zhang, Zhuosong","
MATH 181B - Intro/Math Statistics II (B)
",SP22,67,"
64
","
98.4%
","
83.6%
","
7.84
","
B+ (3.51)
","
B+ (3.34)
"
"Zhang, Danna","
MATH 181B - Intro/Math Statistics II (A)
",FA21,123,"
49
","
95.7%
","
97.8%
","
8.15
","
B+ (3.50)
","
B+ (3.40)
"
"Quarfoot, David James","
MATH 181B - Intro/Math Statistics II (A)
",SP21,54,"
18
","
82.4%
","
64.7%
","
14.62
","
B+ (3.44)
","
B+ (3.59)
"
"Quarfoot, David James","
MATH 181B - Intro/Math Statistics II (B)
",SP21,53,"
20
","
77.8%
","
77.8%
","
12.06
","
B+ (3.67)
","
B+ (3.43)
"
"Zhou, Wenxin","
MATH 181B - Intro/Math Statistics II (A)
",FA20,63,"
23
","
90.0%
","
75.0%
","
8.40
","
B (3.25)
","
B (3.25)
"
"Zhang, Danna","
MATH 181B - Intro/Math Statistics II (A)
",SP20,115,"
31
","
93.3%
","
93.3%
","
6.43
","
B+ (3.65)
","
B+ (3.55)
"
"Zhang, Danna","
MATH 181B - Intro/Math Statistics II (B)
",SP20,117,"
29
","
100.0%
","
100.0%
","
8.65
","
B+ (3.55)
","
B+ (3.55)
"
"Das, Srinjoy","
MATH 181B - Intro/Math Statistics II (A)
",FA19,75,"
19
","
100.0%
","
88.9%
","
7.87
","
B+ (3.61)
","
B+ (3.33)
"
"Quarfoot, David James","
MATH 181B - Intro/Math Statistics II (A)
",SP19,95,"
35
","
90.9%
","
87.9%
","
9.53
","
B+ (3.47)
","
B (3.02)
"
"Krief, Jerome","
MATH 181B - Intro/Math Statistics II (B)
",SP19,59,"
15
","
85.7%
","
64.3%
","
5.97
","
B+ (3.67)
","
B (3.13)
"
"Zhang, Danna","
MATH 181B - Intro/Math Statistics II (A)
",FA18,124,"
46
","
97.6%
","
97.6%
","
9.26
","
B+ (3.59)
","
B+ (3.33)
"
"Bradic, Jelena","
MATH 181B - Intro/Math Statistics II (A)
",SP18,107,"
35
","
83.3%
","
65.5%
","
6.97
","
B+ (3.47)
","
B- (2.81)
"
"Aamari, Eddie","
MATH 181B - Intro/Math Statistics II (B)
",SP18,61,"
20
","
66.7%
","
55.6%
","
7.83
","
B+ (3.33)
","
B (3.27)
"
"Bradic, Jelena","
MATH 181B - Intro/Math Statistics II (A)
",FA17,84,"
34
","
90.3%
","
83.9%
","
7.98
","
B+ (3.58)
","
B (3.04)
"
"Bradic, Jelena","
MATH 181B - Intro/Math Statistics II (A)
",SP17,110,"
41
","
89.7%
","
82.1%
","
7.34
","
B+ (3.49)
","
B- (2.90)
"
"Xu, Ronghui","
MATH 181B - Intro/Math Statistics II (A)
",FA16,65,"
20
","
84.2%
","
78.9%
","
7.72
","
B+ (3.50)
","
B- (2.92)
"
"Bradic, Jelena","
MATH 181B - Intro/Math Statistics II (A)
",SP16,67,"
29
","
89.3%
","
82.1%
","
8.35
","
B+ (3.54)
","
B (3.09)
"
"Bradic, Jelena","
MATH 181B - Intro/Math Statistics II (A)
",SP15,28,"
14
","
100.0%
","
100.0%
","
8.04
","
B+ (3.69)
","
B+ (3.48)
"
"Bradic, Jelena","
MATH 181B - Intro/Math Statistics II (A)
",SP14,34,"
16
","
87.5%
","
62.5%
","
8.38
","
B+ (3.50)
","
B- (2.88)
"
"Bradic, Jelena","
MATH 181B - Intro/Mathemat Statistics II (A)
",SP13,27,"
10
","
100.0%
","
100.0%
","
8.50
","
B+ (3.60)
","
B+ (3.51)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Abramson, Ian S","
MATH 181C - Math Statistics-Nonparametric (A)
",FA17,33,"
12
","
63.6%
","
77.8%
","
7.77
","
B+ (3.33)
","
B+ (3.47)
"
"Abramson, Ian S","
MATH 181C - Math Statistics-Nonparametric (A)
",SP16,23,"
13
","
100.0%
","
83.3%
","
5.41
","
B+ (3.55)
","
B+ (3.35)
"
"Arias-Castro, Ery","
MATH 181C - Math Statistics-Nonparametric (A)
",WI14,10,"
5
","
75.0%
","
75.0%
","
5.00
","
B+ (3.67)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Zhang, Danna","
MATH 181E - Mathemat Statistic-Time Series (A)
",WI23,45,"
12
","
91.7%
","
83.3%
","
7.67
","
A- (3.73)
","
A- (3.89)
"
"Politis, Dimitris","
MATH 181E - Mathemat Statistic-Time Series (A)
",WI21,33,"
15
","
53.3%
","
40.0%
","
10.50
","
A- (3.92)
","
A- (3.91)
"
"Politis, Dimitris","
MATH 181E - Mathemat Statistic-Time Series (B)
",WI19,56,"
20
","
83.3%
","
77.8%
","
9.39
","
A- (3.79)
","
A- (3.93)
"
"Politis, Dimitris","
MATH 181E - Mathemat Statistic-Time Series (A)
",WI17,37,"
9
","
62.5%
","
75.0%
","
10.25
","
A- (3.88)
","
B+ (3.56)
"
"Politis, Dimitris","
MATH 181E - Mathemat Statistic-Time Series (A)
",WI15,12,"
8
","
100.0%
","
100.0%
","
9.93
","
A (4.00)
","
N/A
"
"Politis, Dimitris","
MATH 181E - Mathemat Statistic-Time Series (A)
",FA12,25,"
16
","
93.8%
","
87.5%
","
10.37
","
A- (3.88)
","
A- (3.95)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Dumitriu, Ioana","
MATH 182 - Hidden Data in Random Matrices (A)
",WI22,34,"
17
","
52.9%
","
87.5%
","
8.03
","
B- (2.82)
","
B (3.00)
"
"Kemp, Todd Aahron","
MATH 182 - Hidden Data in Random Matrices (A)
",WI20,24,"
20
","
95.0%
","
100.0%
","
8.30
","
B+ (3.32)
","
B+ (3.52)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Hu, Yuan","
MATH 183 - Statistical Methods (A)
",SP23,281,"
95
","
78.9%
","
61.8%
","
5.55
","
B+ (3.44)
","
B- (2.89)
"
"Quarfoot, David James","
MATH 183 - Statistical Methods (A)
",WI23,253,"
108
","
94.1%
","
93.1%
","
9.70
","
B+ (3.66)
","
B+ (3.49)
"
"Hu, Yuan","
MATH 183 - Statistical Methods (A)
",FA22,291,"
124
","
90.9%
","
76.9%
","
5.93
","
B+ (3.61)
","
B+ (3.46)
"
"Rava, Denise","
MATH 183 - Statistical Methods (A)
",SP22,245,"
94
","
93.5%
","
96.7%
","
7.83
","
B+ (3.67)
","
B (3.23)
"
"Quarfoot, David James","
MATH 183 - Statistical Methods (A)
",WI22,236,"
94
","
91.5%
","
96.8%
","
10.05
","
B+ (3.63)
","
B (3.23)
"
"Rava, Denise","
MATH 183 - Statistical Methods (A)
",FA21,250,"
118
","
85.6%
","
91.1%
","
8.10
","
B+ (3.35)
","
B (3.26)
"
"Ciotti, Benjamin","
MATH 183 - Statistical Methods (A)
",SP21,268,"
105
","
67.6%
","
67.3%
","
8.70
","
B (3.21)
","
B (3.21)
"
"Quarfoot, David James","
MATH 183 - Statistical Methods (A)
",WI21,254,"
117
","
88.7%
","
89.5%
","
10.48
","
B+ (3.60)
","
B+ (3.45)
"
"Ezzati, Parinaz","
MATH 183 - Statistical Methods (A)
",FA20,362,"
177
","
36.8%
","
20.7%
","
5.97
","
B+ (3.39)
","
A- (3.75)
"
"Quarfoot, David James","
MATH 183 - Statistical Methods (A)
",SP20,286,"
124
","
89.2%
","
86.6%
","
9.16
","
B+ (3.67)
","
B+ (3.66)
"
"Quarfoot, David James","
MATH 183 - Statistical Methods (A)
",WI20,288,"
115
","
92.0%
","
93.8%
","
8.00
","
B+ (3.53)
","
B (3.30)
"
"Novak, Jonathan I","
MATH 183 - Statistical Methods (A)
",FA19,297,"
267
","
89.1%
","
89.8%
","
6.01
","
B+ (3.56)
","
A- (3.71)
"
"Quarfoot, David James","
MATH 183 - Statistical Methods (A)
",SP19,258,"
72
","
91.3%
","
92.6%
","
9.05
","
B (3.26)
","
B- (2.85)
"
"Krief, Jerome","
MATH 183 - Statistical Methods (A)
",WI19,182,"
64
","
54.1%
","
36.1%
","
4.96
","
B+ (3.43)
","
B+ (3.53)
"
"Quarfoot, David James","
MATH 183 - Statistical Methods (A)
",FA18,282,"
120
","
73.7%
","
81.1%
","
9.43
","
B (3.04)
","
B- (2.72)
"
"Quarfoot, David James","
MATH 183 - Statistical Methods (A)
",SP18,305,"
106
","
92.2%
","
95.0%
","
8.96
","
B (3.29)
","
B- (2.79)
"
"Aamari, Eddie","
MATH 183 - Statistical Methods (A)
",FA17,203,"
87
","
87.5%
","
76.3%
","
6.40
","
B+ (3.49)
","
B- (2.91)
"
"Quarfoot, David James","
MATH 183 - Statistical Methods (A)
",SP17,206,"
82
","
91.0%
","
92.3%
","
6.45
","
B (3.25)
","
B- (2.77)
"
"Quarfoot, David James","
MATH 183 - Statistical Methods (A)
",WI17,200,"
80
","
93.5%
","
92.2%
","
7.51
","
B+ (3.45)
","
C+ (2.68)
"
"Wang, Xu","
MATH 183 - Statistical Methods (A)
",SP16,140,"
53
","
61.5%
","
28.8%
","
5.79
","
B (3.24)
","
B- (2.93)
"
"Pelletier, Bruno","
MATH 183 - Statistical Methods (A)
",WI16,236,"
100
","
81.4%
","
78.4%
","
5.95
","
B+ (3.47)
","
C+ (2.63)
"
"Xu, Ronghui","
MATH 183 - Statistical Methods (A)
",SP15,220,"
191
","
73.8%
","
74.9%
","
5.91
","
B (3.22)
","
B (3.02)
"
"Bradic, Jelena","
MATH 183 - Statistical Methods (A)
",WI15,281,"
123
","
88.3%
","
93.3%
","
5.08
","
B+ (3.64)
","
B (3.00)
"
"Bowers, Adam R.","
MATH 183 - Statistical Methods (A)
",WI14,297,"
237
","
81.1%
","
97.0%
","
6.36
","
B (3.07)
","
B (3.01)
"
"Bradic, Jelena","
MATH 183 - Statistical Methods (B)
",FA13,169,"
60
","
65.5%
","
60.3%
","
9.63
","
B (3.17)
","
B- (2.90)
"
"Leskow, Jacek","
MATH 183 - Statistical Methods (A)
",SP13,176,"
40
","
53.8%
","
38.5%
","
6.92
","
B- (2.88)
","
C- (1.98)
"
"Bradic, Jelena","
MATH 183 - Statistical Methods (A)
",WI13,184,"
151
","
52.7%
","
50.7%
","
8.62
","
B- (2.91)
","
B- (2.87)
"
"Abramson, Ian S                    ","
MATH 183 - Statistical Methods            (A)
",FA10,128,"
52
","
63.5%
","
67.3%
","
7.12
","
B (3.00)
","
B- (2.76)
"
"McMurry, Timothy L                 ","
MATH 183 - Statistical Methods            (A)
",WI10,104,"
46
","
73.3%
","
95.7%
","
6.01
","
B (3.25)
","
C+ (2.55)
"
"Politis, Dimitris                  ","
MATH 183 - Statistical Methods            (A)
",FA09,94,"
50
","
68.0%
","
62.0%
","
5.26
","
B (3.26)
","
C+ (2.42)
"
"Garsia, Adriano M.                 ","
MATH 183 - Statistical Methods            (A)
",SP09,77,"
52
","
72.5%
","
47.1%
","
3.99
","
B (3.18)
","
B (3.09)
"
"Jehring, Kristin Elizabeth","
MATH 183 - Statistical Methods            (A)
",WI09,63,"
32
","
80.0%
","
90.3%
","
6.56
","
B (3.06)
","
C+ (2.44)
"
"Gatzouras, Dimitrios          ","
MATH 183 - Statistical Methods            (A)
",SP08,56,"
34
","
76.5%
","
88.2%
","
5.77
","
B (3.06)
","
B- (2.70)
"
"Gatzouras, Dimitrios          ","
MATH 183 - Statistical Methods            (A)
",WI08,37,"
28
","
75.0%
","
89.3%
","
5.50
","
B (3.12)
","
C+ (2.61)
"
"Terras, Audrey                ","
MATH 183 - Statistical Methods            (A)
",FA07,44,"
11
","
27.3%
","
81.8%
","
5.41
","
B+ (3.40)
","
B+ (3.47)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Verstraete, Jacques Allan","
MATH 184 - Enumerative Combinatorics (A)
",WI23,96,"
27
","
85.2%
","
84.6%
","
7.83
","
B+ (3.41)
","
B (3.14)
"
"Kane, Daniel Mertz","
MATH 184 - Enumerative Combinatorics (A)
",FA22,98,"
28
","
82.1%
","
96.4%
","
10.50
","
B (3.07)
","
B (3.05)
"
"Kane, Daniel Mertz","
MATH 184 - Enumerative Combinatorics (A)
",SP22,113,"
38
","
83.8%
","
86.5%
","
12.12
","
B- (2.89)
","
B- (2.75)
"
"Sam, Steven V","
MATH 184 - Enumerative Combinatorics (A)
",WI22,54,"
21
","
61.9%
","
57.1%
","
8.90
","
B+ (3.45)
","
C+ (2.40)
"
"Suk, Andrew Hoon","
MATH 184 - Enumerative Combinatorics (A)
",FA21,142,"
112
","
98.2%
","
98.2%
","
6.46
","
B+ (3.59)
","
B (3.13)
"
"Kane, Daniel Mertz","
MATH 184 - Enumerative Combinatorics (A)
",SP21,89,"
40
","
87.5%
","
90.0%
","
11.10
","
B- (2.97)
","
B- (2.86)
"
"Rhoades, Brendon Patrick","
MATH 184 - Enumerative Combinatorics (A)
",WI21,59,"
31
","
93.3%
","
93.3%
","
9.23
","
B+ (3.57)
","
B+ (3.51)
"
"Suk, Andrew Hoon","
MATH 184 - Enumerative Combinatorics (A)
",FA20,108,"
80
","
98.8%
","
98.7%
","
7.00
","
A- (3.76)
","
B+ (3.44)
"
"Swanson, Joshua P","
MATH 184 - Enumerative Combinatorics (A)
",SP20,69,"
31
","
53.6%
","
53.6%
","
12.36
","
B- (2.82)
","
A- (3.79)
"
"Au, Benson C","
MATH 184 - Enumerative Combinatorics (A)
",WI20,77,"
25
","
82.6%
","
91.3%
","
8.59
","
B (3.22)
","
B (3.14)
"
"Sam, Steven V","
MATH 184 - Enumerative Combinatorics (A)
",FA19,69,"
56
","
78.6%
","
85.7%
","
8.32
","
B (3.11)
","
C+ (2.62)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Au, Benson C","
MATH 184A - Combinatorics (A)
",SP19,30,"
10
","
77.8%
","
88.9%
","
6.94
","
B (3.00)
","
B- (2.79)
"
"Swanson, Joshua P","
MATH 184A - Combinatorics (B)
",SP19,76,"
23
","
61.9%
","
61.9%
","
10.70
","
B- (2.76)
","
B- (2.84)
"
"Knop, Aleksandr","
MATH 184A - Combinatorics (C)
",SP19,62,"
39
","
69.2%
","
78.9%
","
6.76
","
B (3.27)
","
B- (2.76)
"
