Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Bardolph, Megan Dalene","
COGS 2 - Cognitive NeuroEconomics (A)
",FA20,153,"
59
","
98.2%
","
96.4%
","
4.46
","
A- (3.83)
","
B+ (3.67)
"
"Bardolph, Megan Dalene","
COGS 2 - Cognitive NeuroEconomics (A)
",S220,39,"
21
","
100.0%
","
95.0%
","
5.80
","
A- (3.87)
","
A- (3.79)
"
"Boyle, Mary E. T.","
COGS 2 - Cognitive NeuroEconomics (A)
",SP20,84,"
25
","
92.0%
","
88.0%
","
3.62
","
A- (3.83)
","
A- (3.71)
"
"Bardolph, Megan Dalene","
COGS 2 - Cognitive NeuroEconomics (A)
",WI20,42,"
11
","
80.0%
","
90.0%
","
1.90
","
A- (3.78)
","
B (3.26)
"
"Boyle, Mary E. T.","
COGS 2 - Cognitive NeuroEconomics (A)
",WI19,33,"
18
","
82.4%
","
82.4%
","
2.74
","
A- (3.76)
","
A- (3.77)
"
"Boyle, Mary E. T.","
COGS 2 - Cognitive NeuroEconomics (A)
",SP18,16,"
13
","
100.0%
","
100.0%
","
3.12
","
B+ (3.60)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Borgo, David Garcia","
COGS 20 - Exploring the Musical Mind (A)
",FA22,19,"
5
","
100.0%
","
100.0%
","
4.50
","
B+ (3.60)
","
N/A
"
"Borgo, David Garcia","
COGS 20 - Exploring the Musical Mind (A)
",WI22,16,"
8
","
75.0%
","
100.0%
","
2.25
","
A (4.00)
","
N/A
"
"Borgo, David Garcia","
COGS 20 - Exploring the Musical Mind (B)
",SP21,11,"
5
","
80.0%
","
80.0%
","
2.50
","
A (4.00)
","
N/A
"
"Matsuno, Michael Kento","
COGS 20 - Exploring the Musical Mind (A)
",S220,8,"
6
","
100.0%
","
100.0%
","
5.17
","
C+ (2.67)
","
N/A
"
"Borgo, David Garcia","
COGS 20 - Exploring the Musical Mind (A)
",SP20,13,"
8
","
100.0%
","
100.0%
","
2.50
","
A (4.00)
","
N/A
"
"Borgo, David Garcia","
COGS 20 - Exploring the Musical Mind (A)
",SP18,15,"
9
","
87.5%
","
75.0%
","
1.93
","
B+ (3.57)
","
N/A
"
"Zhang, Kefei Kevin","
COGS 20 - Exploring the Musical Mind (A)
",S217,5,"
4
","
100.0%
","
100.0%
","
2.50
","
B (3.25)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Yu, Hsinhao                   ","
COGS 25 - Introduction/Web Programming   (A)
",WI08,11,"
7
","
100.0%
","
100.0%
","
3.17
","
B+ (3.43)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Boyle, Mary E. T.","
COGS 3 - Introduction to Computing (A)
",FA22,172,"
58
","
98.3%
","
91.4%
","
5.73
","
B+ (3.56)
","
B+ (3.57)
"
"Boyle, Mary E. T.","
COGS 3 - Introduction to Computing (A)
",WI22,184,"
123
","
91.7%
","
90.8%
","
6.15
","
B+ (3.59)
","
B+ (3.58)
"
"Boyle, Mary E. T.","
COGS 3 - Introduction to Computing (A)
",FA20,172,"
70
","
92.4%
","
80.0%
","
6.01
","
A- (3.70)
","
B+ (3.52)
"
"Boyle, Mary E. T.","
COGS 3 - Introduction to Computing (A)
",S220,45,"
11
","
60.0%
","
60.0%
","
10.30
","
B+ (3.40)
","
B+ (3.69)
"
"Bardolph, Megan Dalene","
COGS 3 - Introduction to Computing (A)
",SP20,172,"
71
","
97.2%
","
97.2%
","
4.64
","
A- (3.90)
","
A- (3.88)
"
"Bardolph, Megan Dalene","
COGS 3 - Introduction to Computing (A)
",WI20,171,"
59
","
92.7%
","
88.9%
","
4.10
","
A- (3.77)
","
B+ (3.67)
"
"Bardolph, Megan Dalene","
COGS 3 - Introduction to Computing (A)
",FA19,176,"
89
","
88.5%
","
85.7%
","
4.91
","
A- (3.81)
","
B+ (3.57)
"
"Miller, Carson Grant","
COGS 3 - Introduction to Computing (A)
",S219,29,"
8
","
62.5%
","
75.0%
","
5.50
","
B+ (3.33)
","
B- (2.70)
"
"Boyle, Mary E. T.","
COGS 3 - Introduction to Computing (A)
",WI19,136,"
60
","
91.4%
","
87.9%
","
5.55
","
A- (3.80)
","
B+ (3.64)
"
"Miller, Carson Grant","
COGS 3 - Introduction to Computing (A)
",FA18,163,"
109
","
87.5%
","
88.3%
","
3.02
","
A- (3.78)
","
A- (3.79)
"
"Boyle, Mary E. T.","
COGS 3 - Introduction to Computing (A)
",S218,36,"
13
","
70.0%
","
80.0%
","
7.23
","
B+ (3.50)
","
B+ (3.52)
"
"Boyle, Mary E. T.","
COGS 3 - Introduction to Computing (A)
",SP18,157,"
94
","
91.1%
","
84.4%
","
7.10
","
B+ (3.63)
","
B+ (3.66)
"
"Boyle, Mary E. T.","
COGS 3 - An Introduction to Computing (A)
",WI18,151,"
96
","
84.9%
","
81.7%
","
5.48
","
B+ (3.70)
","
B+ (3.66)
"
"Bardolph, Megan Dalene","
COGS 3 - An Introduction to Computing (A)
",FA17,154,"
84
","
92.8%
","
95.0%
","
6.19
","
B+ (3.65)
","
A- (3.76)
"
"Boyle, Mary E. T.","
COGS 3 - An Introduction to Computing (A)
",SP17,130,"
40
","
82.1%
","
64.1%
","
6.39
","
A- (3.79)
","
B+ (3.62)
"
"Boyle, Mary E. T.","
COGS 3 - An Introduction to Computing (A)
",WI17,95,"
32
","
93.1%
","
82.8%
","
5.91
","
B+ (3.58)
","
A- (3.81)
"
"Boyle, Mary E. T.","
COGS 3 - An Introduction to Computing (A)
",S216,17,"
4
","
100.0%
","
100.0%
","
5.83
","
B (3.00)
","
N/A
"
"Boyle, Mary E. T.","
COGS 3 - An Introduction to Computing (A)
",SP16,81,"
35
","
80.0%
","
74.3%
","
6.96
","
B+ (3.48)
","
B+ (3.56)
"
"Boyle, Mary E. T.","
COGS 3 - An Introduction to Computing (A)
",WI16,87,"
36
","
73.5%
","
91.2%
","
8.74
","
B+ (3.30)
","
B+ (3.67)
"
"Boyle, Mary E. T.","
COGS 3 - An Introduction to Computing (A)
",S215,22,"
3
","
100.0%
","
100.0%
","
13.50
","
B+ (3.67)
","
A- (3.97)
"
"Voytek, Bradley Thomas","
COGS 3 - An Introduction to Computing (A)
",SP15,91,"
40
","
94.7%
","
92.1%
","
2.50
","
A- (3.83)
","
B+ (3.46)
"
"Boyle, Mary E. T.","
COGS 3 - An Introduction to Computing (A)
",WI15,64,"
29
","
77.8%
","
74.1%
","
5.83
","
B+ (3.58)
","
B+ (3.66)
"
"Boyle, Mary E. T.","
COGS 3 - An Introduction to Computing (A)
",FA14,83,"
73
","
82.2%
","
86.3%
","
6.10
","
B+ (3.59)
","
B (3.20)
"
"Boyle, Mary E. T.","
COGS 3 - An Introduction to Computing (A)
",SP14,67,"
18
","
56.3%
","
56.3%
","
8.63
","
B+ (3.40)
","
B+ (3.33)
"
"Boyle, Mary E. T.","
COGS 3 - An Introduction to Computing (A)
",WI14,84,"
34
","
62.5%
","
62.5%
","
8.63
","
B+ (3.50)
","
B- (2.98)
"
"Boyle, Mary E. T.","
COGS 3 - An Introduction to Computing (A)
",S213,24,"
5
","
60.0%
","
100.0%
","
7.00
","
A (4.00)
","
B+ (3.33)
"
"Boyle, Mary E. T.","
COGS 3 - An Introduction to Computing (A)
",SP13,85,"
32
","
65.6%
","
68.8%
","
6.38
","
B+ (3.54)
","
B+ (3.30)
"
"Boyle, Mary E. T.","
COGS 3 - An Introduction to Computing (A)
",WI13,130,"
67
","
80.0%
","
83.1%
","
6.09
","
B+ (3.30)
","
B (3.07)
"
"Boyle, Mary E. T.","
COGS 3 - An Introduction to Computing (A)
",FA12,125,"
49
","
80.0%
","
88.9%
","
5.97
","
B+ (3.38)
","
B (3.13)
"
"Boyle, Mary E. T.                  ","
COGS 3 - An Introduction to Computing   (A)
",FA10,147,"
72
","
94.4%
","
97.2%
","
4.78
","
B+ (3.63)
","
B- (2.97)
"
"Boyle, Mary E. T.                  ","
COGS 3 - An Introduction to Computing   (A)
",SU10,25,"
7
","
100.0%
","
100.0%
","
6.21
","
B+ (3.57)
","
N/A
"
"Boyle, Mary E. T.                  ","
COGS 3 - An Introduction to Computing   (A)
",SP10,168,"
64
","
87.1%
","
91.9%
","
4.66
","
B+ (3.57)
","
B+ (3.41)
"
"Boyle, Mary E. T.                  ","
COGS 3 - An Introduction to Computing   (A)
",WI10,147,"
49
","
85.7%
","
73.5%
","
4.76
","
B+ (3.67)
","
B+ (3.54)
"
"Boyle, Mary E. T.                  ","
COGS 3 - Introduction to Computing      (A)
",FA09,123,"
55
","
96.2%
","
94.4%
","
3.65
","
A- (3.76)
","
B (3.23)
"
"Boyle, Mary E. T.                  ","
COGS 3 - Introduction to Computing      (A)
",SU09,27,"
12
","
91.7%
","
100.0%
","
4.50
","
A- (3.92)
","
N/A
"
"Boyle, Mary E. T.                  ","
COGS 3 - Introduction to Computing      (A)
",SP09,147,"
57
","
91.2%
","
94.7%
","
3.59
","
B+ (3.68)
","
B+ (3.36)
"
"Boyle, Mary E. T.","
COGS 3 - Introduction to Computing      (A)
",WI09,126,"
44
","
90.9%
","
90.9%
","
3.64
","
B+ (3.63)
","
B+ (3.33)
"
"Boyle, Mary E. T.                  ","
COGS 3 - Introduction to Computing      (A)
",FA08,111,"
68
","
86.8%
","
89.6%
","
3.74
","
A- (3.83)
","
B (3.27)
"
"Boyle, Mary E. T.                  ","
COGS 3 - Introduction to Computing      (A)
",SU08,18,"
18
","
100.0%
","
100.0%
","
3.06
","
B+ (3.47)
","
N/A
"
"Boyle, Mary E. T.             ","
COGS 3 - Introduction to Computing      (A)
",SP08,171,"
85
","
89.2%
","
84.3%
","
3.21
","
B+ (3.70)
","
B+ (3.36)
"
"Boyle, Mary E. T.             ","
COGS 3 - Introduction to Computing      (A)
",WI08,199,"
117
","
92.0%
","
97.3%
","
2.90
","
A- (3.73)
","
B+ (3.68)
"
"Wallen, Mark R.               ","
COGS 3 - Introduction to Computing      (A)
",FA07,104,"
54
","
86.5%
","
92.3%
","
3.31
","
B+ (3.50)
","
B (3.16)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Shannon, Kyle Michael","
COGS 8 - Hands-On Computing (A)
",SP23,35,"
30
","
100.0%
","
100.0%
","
3.23
","
B+ (3.52)
","
B+ (3.35)
"
"Leonardis, Eric Jeffrey","
COGS 8 - Hands-On Computing (A)
",SP22,35,"
11
","
54.5%
","
72.7%
","
3.41
","
A- (3.70)
","
B (3.21)
"
"Leonardis, Eric Jeffrey","
COGS 8 - Hands-On Computing (A)
",WI22,33,"
18
","
88.9%
","
94.4%
","
3.28
","
B+ (3.65)
","
B+ (3.65)
"
"Leonardis, Eric Jeffrey","
COGS 8 - Hands-On Computing (A)
",WI21,26,"
12
","
66.7%
","
66.7%
","
5.33
","
B+ (3.45)
","
B (3.24)
"
"Leonardis, Eric Jeffrey","
COGS 8 - Hands-On Computing (A)
",FA20,31,"
21
","
85.7%
","
100.0%
","
2.69
","
B+ (3.47)
","
A- (3.78)
"
"Leonardis, Eric Jeffrey","
COGS 8 - Hands-On Computing (A)
",SP20,20,"
10
","
80.0%
","
100.0%
","
3.50
","
B+ (3.40)
","
A- (3.80)
"
"Leonardis, Eric Jeffrey","
COGS 8 - Hands-On Computing (A)
",SP19,35,"
16
","
92.9%
","
92.9%
","
3.07
","
B+ (3.54)
","
B+ (3.37)
"
"Tibbles, Richard","
COGS 8 - Hands-On Computing (A)
",FA16,33,"
18
","
88.9%
","
100.0%
","
3.72
","
B+ (3.63)
","
A- (3.71)
"
"Tibbles, Richard","
COGS 8 - Hands-On Computing (A)
",WI16,25,"
18
","
100.0%
","
100.0%
","
2.75
","
B+ (3.53)
","
B+ (3.68)
"
"Karnowski, Jeremy Benjamin","
COGS 8 - Hands-On Computing (A)
",SP15,16,"
14
","
92.3%
","
84.6%
","
4.35
","
B+ (3.46)
","
N/A
"
"Karnowski, Jeremy Benjamin","
COGS 8 - Hands-On Computing (A)
",FA14,32,"
27
","
92.6%
","
96.3%
","
3.54
","
B+ (3.60)
","
B+ (3.63)
"
"Hutchins, Edwin Lee","
COGS 8 - Hands-On Computing (A)
",SP14,25,"
15
","
100.0%
","
100.0%
","
2.50
","
B+ (3.58)
","
B+ (3.70)
"
"Hutchins, Edwin Lee","
COGS 8 - Hands-On Computing (A)
",SP13,20,"
8
","
87.5%
","
100.0%
","
4.50
","
B (3.29)
","
B+ (3.35)
"
"Belew, Richard K","
COGS 8 - Hands-On Computing             (A)
",WI09,4,"
3
","
33.3%
","
66.7%
","
9.83
","
B+ (3.67)
","
N/A
"
"Gupta, Anjum                  ","
COGS 8 - Hands-On Computing             (A)
",WI08,13,"
14
","
92.9%
","
92.9%
","
4.96
","
B+ (3.62)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Deak, Gedeon O.","
COGS 87 - First-year Seminar (A)
",SP23,13,"
7
","
100.0%
","
100.0%
","
1.07
","
N/A
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - First-year Seminar (A)
",WI23,15,"
5
","
80.0%
","
80.0%
","
0.50
","
A (4.00)
","
N/A
"
"Fleischer, Jason G","
COGS 87 - First-year Seminar (B)
",FA22,22,"
11
","
90.9%
","
90.0%
","
0.68
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - First-year Seminar (C)
",FA22,10,"
5
","
100.0%
","
100.0%
","
1.30
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - First-year Seminar (A)
",SP22,15,"
9
","
100.0%
","
100.0%
","
0.72
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",WI22,15,"
8
","
100.0%
","
100.0%
","
0.50
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",FA21,18,"
15
","
100.0%
","
100.0%
","
1.30
","
A (4.00)
","
N/A
"
"Chiba, Andrea","
COGS 87 - Freshman Seminar (B)
",FA21,25,"
10
","
90.0%
","
100.0%
","
0.90
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",SP21,16,"
9
","
100.0%
","
100.0%
","
0.94
","
B+ (3.67)
","
N/A
"
"Chiba, Andrea","
COGS 87 - Freshman Seminar (B)
",SP21,23,"
13
","
100.0%
","
100.0%
","
0.96
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",WI21,15,"
10
","
100.0%
","
100.0%
","
0.90
","
A (4.00)
","
N/A
"
"Chiba, Andrea","
COGS 87 - Freshman Seminar (B)
",WI21,23,"
19
","
100.0%
","
100.0%
","
1.24
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",FA20,17,"
11
","
100.0%
","
100.0%
","
0.68
","
A (4.00)
","
N/A
"
"Chiba, Andrea","
COGS 87 - Freshman Seminar (B)
",FA20,24,"
19
","
94.4%
","
94.4%
","
1.06
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",SP20,15,"
8
","
100.0%
","
100.0%
","
0.75
","
N/A
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",WI20,20,"
13
","
66.7%
","
91.7%
","
0.67
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",FA19,20,"
15
","
91.7%
","
91.7%
","
0.93
","
A- (3.75)
","
N/A
"
"Scott, Taylor Jackson","
COGS 87 - Freshman Seminar (B)
",FA19,22,"
14
","
100.0%
","
100.0%
","
0.79
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",SP19,20,"
6
","
83.3%
","
100.0%
","
0.50
","
N/A
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",FA18,15,"
9
","
88.9%
","
100.0%
","
0.50
","
B (3.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",SP18,8,"
4
","
100.0%
","
100.0%
","
0.50
","
N/A
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",FA17,17,"
12
","
100.0%
","
100.0%
","
0.67
","
N/A
","
N/A
"
"Pineda, Jaime A","
COGS 87 - Freshman Seminar (B)
",FA17,16,"
11
","
90.9%
","
100.0%
","
1.41
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",SP17,12,"
6
","
75.0%
","
100.0%
","
0.50
","
A (4.00)
","
N/A
"
"Pineda, Jaime A","
COGS 87 - Freshman Seminar (B)
",SP17,8,"
3
","
66.7%
","
100.0%
","
1.17
","
N/A
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",WI17,14,"
10
","
80.0%
","
100.0%
","
0.72
","
A (4.00)
","
N/A
"
"Pineda, Jaime A","
COGS 87 - Freshman Seminar (B)
",WI17,16,"
11
","
100.0%
","
100.0%
","
2.50
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",FA16,15,"
10
","
100.0%
","
100.0%
","
0.75
","
A (4.00)
","
N/A
"
"Pineda, Jaime A","
COGS 87 - Freshman Seminar (A)
",SP16,17,"
10
","
100.0%
","
80.0%
","
0.50
","
N/A
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (B)
",SP16,5,"
3
","
100.0%
","
100.0%
","
1.17
","
N/A
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",WI16,13,"
9
","
100.0%
","
100.0%
","
0.72
","
N/A
","
N/A
"
"Pineda, Jaime A","
COGS 87 - Freshman Seminar (B)
",WI16,31,"
24
","
100.0%
","
100.0%
","
1.02
","
A- (3.83)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",FA15,20,"
10
","
100.0%
","
100.0%
","
0.50
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",SP15,16,"
7
","
100.0%
","
100.0%
","
0.50
","
N/A
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",WI15,13,"
4
","
100.0%
","
100.0%
","
1.50
","
N/A
","
N/A
"
"Pineda, Jaime A","
COGS 87 - Freshman Seminar (B)
",WI15,18,"
11
","
81.8%
","
90.9%
","
1.23
","
B+ (3.33)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",FA14,21,"
11
","
100.0%
","
100.0%
","
0.50
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (A)
",SP14,17,"
5
","
100.0%
","
100.0%
","
0.50
","
N/A
","
N/A
"
"Pineda, Jaime A","
COGS 87 - Freshman Seminar (B)
",SP14,17,"
7
","
100.0%
","
100.0%
","
0.79
","
N/A
","
N/A
"
"Pineda, Jaime A","
COGS 87 - Freshman Seminar (A)
",WI14,22,"
15
","
80.0%
","
86.7%
","
0.50
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (B)
",WI14,17,"
7
","
85.7%
","
85.7%
","
1.17
","
A (4.00)
","
N/A
"
"Nunez, Rafael E","
COGS 87 - Freshman Seminar (A)
",FA13,17,"
15
","
85.7%
","
85.7%
","
1.36
","
A (4.00)
","
N/A
"
"Pineda, Jaime A","
COGS 87 - Freshman Seminar (B)
",FA13,23,"
16
","
75.0%
","
81.3%
","
0.75
","
A (4.00)
","
N/A
"
"Coulson, Seana M","
COGS 87 - Freshman Seminar (A)
",SP13,12,"
9
","
100.0%
","
100.0%
","
0.50
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (B)
",SP13,13,"
4
","
100.0%
","
100.0%
","
0.50
","
N/A
","
N/A
"
"Nunez, Rafael E","
COGS 87 - Freshman Seminar (C)
",SP13,16,"
7
","
71.4%
","
85.7%
","
0.79
","
B (3.00)
","
N/A
"
"Pineda, Jaime A","
COGS 87 - Freshman Seminar (A)
",WI13,30,"
20
","
95.0%
","
95.0%
","
0.71
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (B)
",WI13,15,"
10
","
100.0%
","
100.0%
","
0.90
","
B (3.00)
","
N/A
"
"Coulson, Seana M","
COGS 87 - Freshman Seminar (A)
",FA12,26,"
19
","
76.5%
","
76.5%
","
1.56
","
A (4.00)
","
N/A
"
"Pineda, Jaime A","
COGS 87 - Freshman Seminar (B)
",FA12,34,"
21
","
90.0%
","
100.0%
","
0.50
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar (C)
",FA12,26,"
17
","
73.3%
","
80.0%
","
0.50
","
B+ (3.67)
","
N/A
"
"Pineda, Jaime A                    ","
COGS 87 - Freshman Seminar               (A)
",FA10,20,"
12
","
91.7%
","
100.0%
","
0.67
","
A (4.00)
","
N/A
"
"Coulson, Seana M                   ","
COGS 87 - Freshman Seminar               (B)
",FA10,17,"
9
","
77.8%
","
87.5%
","
0.50
","
N/A
","
N/A
"
"Pineda, Jaime A                    ","
COGS 87 - Freshman Seminar               (C)
",FA10,19,"
13
","
84.6%
","
84.6%
","
1.73
","
A (4.00)
","
N/A
"
"Coulson, Seana M                   ","
COGS 87 - Freshman Seminar               (B)
",SP10,18,"
12
","
90.9%
","
90.9%
","
0.50
","
A (4.00)
","
N/A
"
"Kirsh, David Joel                  ","
COGS 87 - Freshman Seminar               (A)
",WI10,11,"
6
","
100.0%
","
80.0%
","
0.50
","
N/A
","
N/A
"
"Pineda, Jaime A                    ","
COGS 87 - Freshman Seminar               (B)
",FA09,21,"
18
","
88.9%
","
100.0%
","
0.72
","
A (4.00)
","
N/A
"
"Pineda, Jaime A                    ","
COGS 87 - Freshman Seminar               (D)
",FA09,21,"
18
","
88.9%
","
88.9%
","
0.62
","
A- (3.80)
","
N/A
"
"Deak, Gedeon O.                    ","
COGS 87 - Freshman Seminar               (B)
",SP09,9,"
7
","
71.4%
","
85.7%
","
1.64
","
N/A
","
N/A
"
"Pineda, Jaime A","
COGS 87 - Freshman Seminar               (B)
",WI09,23,"
11
","
90.9%
","
90.9%
","
1.05
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 87 - Freshman Seminar               (C)
",WI09,15,"
13
","
100.0%
","
100.0%
","
1.27
","
N/A
","
N/A
"
"Pineda, Jaime A","
COGS 87 - Freshman Seminar               (D)
",WI09,17,"
16
","
93.8%
","
100.0%
","
0.75
","
A (4.00)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Ellis, Shannon Elizabeth","
COGS 9 - Introduction to Data Science (A)
",SP23,295,"
200
","
93.5%
","
97.5%
","
3.39
","
A- (3.74)
","
B+ (3.68)
"
"Shannon, Kyle Michael","
COGS 9 - Introduction to Data Science (A)
",WI23,247,"
190
","
88.8%
","
96.8%
","
3.20
","
A- (3.83)
","
A- (3.78)
"
"Shannon, Kyle Michael","
COGS 9 - Introduction to Data Science (A)
",FA22,312,"
262
","
93.1%
","
98.1%
","
3.54
","
A- (3.76)
","
A- (3.80)
"
"Shannon, Kyle Michael","
COGS 9 - Introduction to Data Science (A)
",S222,52,"
43
","
97.6%
","
97.6%
","
5.98
","
A- (3.71)
","
A- (3.93)
"
"Shannon, Kyle Michael","
COGS 9 - Introduction to Data Science (A)
",S122,64,"
48
","
83.0%
","
97.9%
","
6.08
","
B+ (3.66)
","
B+ (3.61)
"
"Voytek, Bradley Thomas","
COGS 9 - Introduction to Data Science (A)
",WI22,295,"
138
","
97.0%
","
98.5%
","
3.79
","
A- (3.83)
","
B+ (3.68)
"
"Fleischer, Jason G","
COGS 9 - Introduction to Data Science (A)
",FA21,288,"
227
","
83.3%
","
91.1%
","
3.86
","
A- (3.79)
","
B+ (3.55)
"
"Shannon, Kyle Michael","
COGS 9 - Introduction to Data Science (A)
",S221,59,"
49
","
89.8%
","
100.0%
","
5.04
","
A- (3.94)
","
B+ (3.66)
"
"Shannon, Kyle Michael","
COGS 9 - Introduction to Data Science (A)
",S121,53,"
46
","
95.7%
","
100.0%
","
5.67
","
A- (3.74)
","
B+ (3.68)
"
"Bardolph, Megan Dalene","
COGS 9 - Introduction to Data Science (A)
",SP21,226,"
90
","
96.6%
","
95.4%
","
3.52
","
A- (3.79)
","
B+ (3.64)
"
"Voytek, Bradley Thomas","
COGS 9 - Introduction to Data Science (A)
",WI21,286,"
118
","
96.4%
","
100.0%
","
3.42
","
A- (3.79)
","
A- (3.74)
"
"Fleischer, Jason G","
COGS 9 - Introduction to Data Science (A)
",FA20,356,"
311
","
92.8%
","
93.4%
","
4.36
","
B+ (3.66)
","
A- (3.83)
"
"Shannon, Kyle Michael","
COGS 9 - Introduction to Data Science (A)
",S220,63,"
55
","
89.1%
","
89.1%
","
5.48
","
A- (3.87)
","
A- (3.77)
"
"Voytek, Bradley Thomas","
COGS 9 - Introduction to Data Science (A)
",WI20,308,"
117
","
94.4%
","
95.4%
","
3.25
","
A- (3.77)
","
A- (3.81)
"
"Ellis, Shannon Elizabeth","
COGS 9 - Introduction to Data Science (A)
",FA19,292,"
248
","
93.5%
","
97.2%
","
3.23
","
A- (3.71)
","
A- (3.72)
"
"Ellis, Shannon Elizabeth","
COGS 9 - Introduction to Data Science (A)
",WI19,326,"
158
","
90.8%
","
92.1%
","
3.84
","
A- (3.79)
","
A- (3.85)
"
"Voytek, Bradley Thomas","
COGS 9 - Introduction to Data Science (A)
",FA18,404,"
152
","
91.0%
","
95.1%
","
2.98
","
A- (3.74)
","
B+ (3.43)
"
"Voytek, Bradley Thomas","
COGS 9 - Introduction to Data Science (A)
",FA17,200,"
87
","
92.7%
","
97.5%
","
2.64
","
A- (3.89)
","
B+ (3.70)
"
"Fleischer, Jason G","
COGS 9 - Introduction to Data Science (A)
",SP17,185,"
77
","
97.2%
","
94.4%
","
3.76
","
A- (3.94)
","
A- (3.78)
"
"Voytek, Bradley Thomas","
COGS 9 - Introduction to Data Science (A)
",FA16,245,"
128
","
88.3%
","
96.6%
","
2.35
","
A- (3.84)
","
A- (3.92)
"
"Voytek, Bradley Thomas","
COGS 9 - Introduction to Data Science (A)
",SP16,99,"
38
","
97.2%
","
97.2%
","
2.06
","
A- (3.94)
","
A- (3.92)
"
"Voytek, Bradley Thomas","
COGS 9 - Introduction to Data Science (A)
",FA15,48,"
25
","
100.0%
","
100.0%
","
4.41
","
A- (3.90)
","
B+ (3.59)
"
"Voytek, Bradley Thomas","
COGS 9 - Introduction to Data Science (A)
",FA14,24,"
14
","
100.0%
","
100.0%
","
3.41
","
A (4.00)
","
A- (3.72)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Hollan, James D.","
COGS 90 - Undergraduate Seminar (A)
",WI16,8,"
4
","
100.0%
","
100.0%
","
0.50
","
N/A
","
N/A
"
